-8.8856	-5.1649	2.3106	2.2474	-5.1465	-7.0745
-7.7566	-6.3266	2.2370	2.4176	-6.0788	-8.5816
-8.1667	-6.1332	2.2661	2.1113	-6.2171	-8.3848
-7.0761	-5.1574	1.9336	2.5789	-3.6718	-6.4835
-8.3131	-6.2413	2.2379	2.4314	-5.7313	-7.3682
-8.1788	-5.5018	2.2425	2.7802	-3.8329	-9.0857
-8.3301	-5.0606	1.6282	1.7794	-6.0862	-7.3862
-10.2117	-5.0802	2.1703	2.3804	-4.2223	-8.8890
-9.7221	-4.9320	1.9520	1.9724	-3.8177	-9.1411
-8.1800	-4.5540	2.1254	1.9954	-6.1568	-7.6276
-7.5582	-5.5042	1.8061	1.7194	-4.6062	-6.5007
-8.0932	-5.6522	1.9721	2.6011	-4.3553	-7.3212
-7.5950	-4.9575	2.0300	2.1985	-7.1269	-8.3520
-7.5827	-5.6422	2.1703	2.3452	-4.8617	-7.2416
-7.2400	-4.7454	2.5990	2.2693	-5.1177	-8.9582
-6.0959	-5.3293	2.7951	2.6944	-4.3264	-7.0425
-7.2769	-4.8512	2.2484	2.4504	-5.4619	-7.6291
-8.4148	-6.5358	2.1462	1.9958	-5.2597	-6.6860
-6.9903	-4.7274	1.8901	1.8465	-5.1100	-5.9154
-7.6100	-3.1637	2.1111	2.0923	-5.5962	-7.0923
-7.3155	-4.0964	2.7756	2.3250	-4.9219	-7.4255
-9.2931	-3.8510	1.9936	2.4719	-4.7836	-7.8498
-10.2415	-6.1276	1.9370	1.5079	-5.0298	-8.2253
-8.6410	-4.9439	2.4499	2.3397	-5.0393	-7.7182
-6.9479	-4.3524	2.2697	2.4347	-4.1784	-6.8005
-7.1661	-5.1206	2.4342	2.3818	-4.2633	-7.6851
-6.5328	-4.8191	2.2974	2.5339	-3.9237	-8.4184
-7.9183	-6.1224	2.2749	2.6584	-3.5937	-6.6818
-9.0970	-5.1976	2.5387	2.0561	-5.6638	-6.8403
-7.9323	-5.0211	2.1381	2.0930	-5.5874	-9.9542
-7.5985	-5.8516	2.2496	2.2707	-4.9276	-5.8891
-5.8783	-4.5332	2.1714	2.0749	-4.5095	-7.2131
-6.4010	-5.0293	2.4090	2.5070	-3.8536	-7.7420
-6.8456	-5.3918	2.5304	2.9339	-4.8523	-7.3045
-8.7702	-4.1972	2.5027	2.5526	-3.6757	-7.5514
-8.8074	-5.1317	2.5729	2.3195	-5.9320	-9.1683
-9.0057	-4.8445	2.1363	2.4450	-3.4374	-7.1298
-8.4608	-4.2690	2.3040	2.6959	-4.3511	-6.5304
-8.7656	-4.4585	2.3913	2.7394	-5.3517	-8.2878
-7.1186	-5.2057	2.1915	2.2451	-5.3819	-6.1122
-6.8026	-3.8201	2.5513	2.3142	-4.0082	-8.4310
-7.4404	-5.5208	1.8968	2.0371	-6.0193	-8.0602
-7.1543	-5.3556	1.5479	2.2644	-3.6600	-9.7345
-7.8630	-5.2287	2.3642	2.2226	-6.4773	-8.7160
-8.1317	-4.4529	2.3578	2.4211	-3.3271	-9.3901
-7.1698	-4.4436	2.1553	2.1897	-3.7431	-9.0078
-6.0653	-4.3011	1.8347	1.7755	-5.9089	-9.2955
-8.5867	-4.5917	2.5992	2.5596	-3.9717	-6.7693
-7.3654	-4.4681	1.9459	1.8480	-4.3831	-8.6790
-8.1433	-5.3838	2.1580	1.8127	-4.9905	-7.9929
-10.3568	-4.7255	2.6689	2.3288	-6.2824	-7.9444
-7.7034	-3.8245	2.4042	2.2846	-4.5576	-6.6347
-8.2935	-5.1434	2.5756	1.9321	-5.0429	-6.1961
-9.6758	-5.4783	2.3113	2.4819	-5.5323	-9.9356
-7.4373	-5.0344	1.9650	2.2242	-4.7078	-7.0440
-6.7496	-3.8393	1.9963	2.4058	-5.2838	-6.8972
-6.8774	-3.6177	2.9850	2.6549	-5.5178	-7.4288
-8.8974	-4.9222	2.1299	2.3938	-6.1555	-7.3653
-7.4247	-3.7889	2.0598	2.2658	-4.9218	-8.3264
-7.8776	-3.5534	2.5655	2.3602	-7.0768	-7.2541
-8.2386	-5.2152	2.2748	2.5972	-5.2298	-8.1869
-9.2500	-5.2288	2.5660	2.6083	-5.3937	-8.1546
-7.5647	-4.0070	2.3415	2.4199	-5.1558	-9.4195
-8.1381	-5.3560	2.3430	2.2865	-3.7690	-6.9211
-8.2366	-5.8700	2.1297	2.1888	-5.1603	-7.0747
-7.7699	-5.4995	1.8226	2.0600	-4.4028	-9.2585
-7.9802	-3.9233	2.2162	2.3459	-5.4648	-8.5683
-7.3322	-5.1909	2.6847	2.4675	-5.3585	-8.4929
-9.1335	-4.8858	2.5894	2.7760	-5.7695	-7.9059
-7.8294	-4.8435	2.7595	2.5557	-3.9965	-8.7128
-7.3718	-5.2426	2.1955	2.2737	-4.5430	-7.6505
-8.0634	-5.2683	2.4685	2.4622	-5.1866	-6.3481
-7.8454	-4.9660	2.1698	2.2839	-4.7183	-8.7886
-7.3634	-4.9467	2.6428	2.3002	-5.0991	-7.7415
-8.0636	-5.5045	2.4068	2.3854	-4.8615	-7.0420
-9.9887	-5.9402	2.3308	2.3751	-5.7122	-8.0259
-8.4314	-4.5708	1.8900	1.8006	-5.4954	-10.1668
-7.9693	-4.5602	2.7387	2.6980	-5.9469	-8.4320
-8.4312	-4.6888	2.1367	2.5042	-5.2111	-10.1944
-6.9146	-3.7009	2.6880	2.3211	-5.1572	-8.1689
-10.0585	-5.9525	1.9738	2.1314	-4.6135	-9.1859
-7.2483	-4.6754	1.9744	2.0433	-4.8792	-6.6018
-8.0176	-4.8962	2.6262	2.6587	-3.7790	-9.6697
-7.7560	-4.5897	2.4498	2.7719	-5.7654	-10.2511
-6.9915	-5.6216	2.2660	2.5265	-4.3965	-6.4705
-8.8594	-4.0647	2.6687	2.4247	-5.6280	-9.6008
-6.7609	-6.0311	1.8251	2.2326	-5.3901	-8.0367
-8.3212	-4.9539	2.2227	2.2368	-4.7180	-7.7781
-7.2309	-4.6423	2.3777	2.6719	-3.9283	-6.6075
-9.5463	-4.7644	2.7634	2.5506	-3.6757	-8.3114
-6.6483	-3.6171	2.2585	2.2531	-6.4960	-8.0739
-7.5332	-4.8387	2.0546	2.8187	-5.9567	-8.5878
-7.4067	-5.3792	2.0215	2.3566	-5.7057	-7.9154
-8.9242	-4.9031	1.8196	1.9243	-4.8380	-7.2042
-8.4169	-5.3838	2.1383	2.5278	-4.5544	-9.6921
-6.5208	-3.7802	2.4219	2.1108	-6.2632	-10.1975
-8.0995	-4.5745	2.1074	2.7423	-3.5868	-8.6934
-8.7392	-4.6313	2.1462	2.3144	-4.1474	-8.8988
-7.4875	-4.3129	2.4875	2.5556	-4.5292	-8.0122
-7.5914	-4.9505	2.1513	2.4689	-4.9939	-7.1884
-10.2803	-4.6058	2.0452	2.4078	-4.1871	-7.8147
-9.5301	-4.6725	2.2721	2.4284	-6.6103	-9.3125
-8.8469	-5.2644	2.3072	2.3423	-4.3266	-8.7953
-8.6357	-5.9330	1.9798	2.2936	-4.5809	-7.1363
-11.1872	-4.7212	2.2907	2.5456	-6.1706	-8.6580
-8.5312	-5.9472	2.6889	2.6378	-5.3576	-8.7461
-7.0242	-5.1349	2.3098	2.5015	-4.0677	-6.6376
-6.9722	-5.3985	1.8927	2.1748	-4.3768	-7.2363
-9.6800	-3.9214	2.8053	2.2286	-4.7064	-8.8627
-7.9441	-3.4955	2.4255	1.8046	-5.1745	-8.5100
-8.6834	-5.3321	2.6078	2.3748	-5.2507	-6.6385
-8.2244	-5.7347	2.1352	2.4029	-4.5450	-9.7782
-7.7428	-4.8587	2.3254	2.5097	-5.6043	-8.8303
-7.3546	-4.8776	2.4788	2.7284	-5.3877	-7.9677
-6.1850	-4.8738	1.8407	1.8388	-5.2071	-6.8658
-7.3954	-5.4985	2.5956	2.5190	-5.2508	-6.9633
-8.0282	-5.4571	2.1487	2.1030	-3.9879	-8.0141
-7.0289	-4.9112	2.1915	2.3945	-5.6663	-6.7114
-6.6187	-3.9483	2.1954	2.3060	-4.7320	-7.4359
-8.4013	-5.5878	2.1101	1.5905	-5.2299	-6.0667
-7.5629	-4.8821	2.4925	2.5279	-4.9892	-7.9807
-8.1015	-5.0296	2.0887	2.4708	-5.7153	-8.8052
-7.0512	-3.1912	2.7827	2.4004	-4.7838	-6.8820
-8.1716	-4.7188	2.7543	2.5332	-5.9685	-8.3597
-6.6320	-5.6388	2.3976	2.4400	-4.4825	-7.3591
-7.8802	-5.6347	2.3272	2.2724	-3.5931	-6.4081
-6.2045	-5.0644	2.1457	2.3094	-6.0400	-8.3088
-8.3676	-4.0985	2.2296	2.1266	-6.3827	-7.7950
-6.5784	-3.8971	1.9761	1.9818	-5.0384	-6.6966
-7.3066	-5.6850	2.4578	2.3395	-4.7758	-8.8013
-7.8692	-4.8919	2.3480	2.2511	-4.7612	-9.0363
-8.0754	-3.9220	2.9291	2.5046	-5.2053	-7.8790
-7.4434	-5.5685	2.0426	2.2306	-6.0239	-6.9562
-8.4120	-5.4053	2.0690	2.4178	-5.1756	-8.1195
-6.3494	-4.2191	2.3721	2.6239	-5.4393	-6.6134
-9.1776	-5.2031	2.1446	2.2402	-5.2787	-7.8187
-9.3913	-5.1962	3.0135	2.5223	-4.5967	-8.0263
-9.4535	-5.5633	2.1704	2.0162	-6.1205	-8.3992
-7.9285	-4.2173	2.4740	1.9195	-5.5075	-8.9351
-6.2927	-5.0512	2.0892	2.0984	-5.9228	-8.2182
-7.2803	-3.8544	2.4392	2.2616	-4.7210	-6.4278
-8.7606	-5.0584	2.2144	2.0626	-5.5104	-7.4553
-7.3665	-4.0702	2.3956	2.2105	-4.3012	-8.7587
-7.8525	-4.6813	2.4499	2.2842	-5.7619	-7.2881
-8.1722	-4.6112	2.6733	2.6107	-4.8725	-7.2113
-8.1480	-4.5152	2.1194	1.9468	-4.1873	-8.0803
-7.9009	-5.4830	2.9665	2.4193	-5.1818	-6.5001
-8.2665	-3.8836	2.3228	2.6361	-4.7830	-8.1701
-8.6078	-3.8388	2.8188	2.4229	-4.8109	-7.4320
-9.0277	-3.9822	2.6701	2.1572	-4.9756	-8.8790
-8.0325	-4.1344	2.6729	2.5761	-5.9005	-9.2960
-9.6674	-5.4295	2.8120	2.7602	-4.7340	-8.5193
-7.6686	-6.1933	2.1193	2.3640	-4.0448	-7.5657
-8.4788	-5.3691	2.0778	1.7116	-6.1902	-7.6795
-9.1957	-4.2261	2.6989	2.4679	-4.5977	-8.5397
-7.8007	-3.5725	2.4934	2.1881	-5.3304	-8.9783
-7.6167	-6.1200	2.2232	1.9818	-5.9197	-7.8351
-8.7878	-3.8125	2.2672	2.3591	-5.7846	-7.9293
-8.2421	-5.9263	2.1543	1.5659	-4.6972	-7.3063
-7.8998	-4.9046	2.5564	2.9470	-3.6407	-7.4908
-7.7717	-5.7072	2.2314	2.1075	-4.8549	-7.3364
-8.1042	-5.0036	2.2234	2.3736	-5.3016	-8.2952
-7.3739	-4.9827	2.5520	2.6190	-5.0468	-7.1418
-8.5923	-4.6172	2.1121	2.1703	-4.5863	-8.0327
-9.5040	-3.9032	2.4142	2.0461	-4.3473	-9.0300
-7.7216	-4.6615	2.3088	2.5446	-5.4404	-7.4907
-8.3101	-4.5276	2.5197	2.6005	-4.2558	-7.7988
-7.7646	-5.4973	2.3373	2.4076	-3.9957	-6.3101
-8.3256	-5.9525	2.6521	2.5912	-4.0080	-7.6073
-9.2788	-4.7499	2.8105	2.7222	-3.9117	-7.9928
-7.3902	-5.5199	2.4977	2.7259	-3.9461	-8.8366
-8.6142	-5.6550	2.6334	1.9718	-4.1079	-8.1364
-8.8470	-4.4309	2.3222	2.4873	-5.0528	-9.2207
-8.0986	-5.5114	2.1359	2.2508	-3.5960	-6.9915
-6.7437	-4.7487	1.8495	1.9351	-4.8205	-9.5486
-7.0744	-4.6290	1.9893	2.1277	-5.5584	-7.8382
-7.0516	-4.3981	2.2916	2.3057	-4.2069	-8.0186
-9.1857	-5.8187	2.1230	2.1784	-5.6182	-6.3844
-8.3031	-4.9761	2.2727	2.1994	-3.9656	-8.3258
-8.1523	-5.3184	2.3791	2.3323	-3.7417	-7.7887
-7.3130	-5.2127	2.3128	2.4433	-4.7069	-7.8617
-6.6420	-5.2155	2.2469	2.1947	-5.0531	-7.0668
-12.0993	-5.7036	2.1207	1.7225	-5.6497	-7.6046
-9.3688	-4.6727	2.7016	2.5012	-5.5648	-9.7353
-7.8062	-4.7463	2.2501	2.5583	-4.7805	-7.8932
-6.5187	-6.0225	2.4657	2.4062	-3.5210	-8.8852
-9.3268	-5.1258	2.2446	1.5969	-4.9128	-8.4627
-7.9099	-4.8376	2.4060	2.3968	-6.0023	-8.2321
-9.0576	-6.4331	2.1491	1.4879	-6.0537	-7.7330
-7.9753	-5.0685	1.9968	2.2157	-4.4594	-6.9762
-7.3884	-3.8282	2.2914	2.4185	-4.4856	-8.7714
-6.5224	-4.1510	2.1579	1.8745	-6.0718	-7.3608
-7.2581	-4.0822	2.2346	2.4339	-4.6321	-7.4208
-7.5008	-5.3272	2.1716	2.4058	-5.2689	-7.4087
-9.9919	-4.5644	2.3631	2.5215	-4.7116	-8.8287
-7.1616	-5.3911	2.0760	2.2142	-4.5709	-7.6945
-8.4308	-4.6355	2.2745	2.4334	-4.8371	-6.5949
-5.8451	-6.1710	2.1127	2.2480	-4.1659	-6.1088
-8.9336	-4.8521	1.6074	2.1783	-4.9442	-7.0281
-10.8440	-5.2740	2.2328	1.9390	-5.1044	-8.2246
-7.0624	-5.3300	2.6954	2.0900	-4.3927	-8.9297
-7.0741	-4.0012	2.0732	2.3927	-3.7263	-7.5124
-6.6230	-5.7939	2.7912	2.5968	-6.0576	-7.4565
-8.9390	-4.9766	2.4197	2.4137	-5.0147	-9.4682
-9.2212	-4.4770	2.2854	2.4412	-4.0185	-8.2658
-6.8897	-4.1707	2.0144	2.1510	-4.5511	-7.5216
-8.9592	-4.5660	2.4527	1.8860	-5.0986	-8.2409
-7.7222	-4.3452	2.4947	2.6696	-3.3877	-8.1809
-10.3984	-5.4083	2.7239	2.1444	-6.1100	-7.0762
-7.1427	-4.7393	1.9721	2.0754	-5.2227	-7.1762
-7.5941	-5.1154	2.5974	2.3493	-5.0240	-7.5292
-9.2095	-5.4147	2.6871	2.2927	-5.5236	-7.1189
-8.5479	-5.7286	2.4586	2.3836	-4.8548	-9.0806
-7.0997	-4.6947	2.0675	2.6574	-5.1215	-7.6427
-6.0939	-6.2309	2.0451	2.1597	-4.0562	-6.5387
-7.5201	-4.5570	2.5586	2.2591	-4.0092	-6.5729
-7.9286	-5.9057	2.6864	2.4697	-3.9361	-7.5811
-10.5902	-4.8335	2.4986	2.6086	-4.3318	-9.2056
-8.6368	-4.3256	2.5290	2.2152	-5.2600	-7.4704
-8.7716	-4.9039	1.9593	2.2862	-5.6016	-7.2181
-9.3005	-4.6062	2.6376	3.0675	-5.4356	-8.8773
-7.8325	-5.2986	1.9795	2.1870	-5.7786	-8.0197
-8.6614	-4.1320	2.0670	1.7733	-5.9701	-8.1552
-8.0532	-4.1305	2.1610	2.4111	-6.1257	-7.9167
-7.6865	-3.3705	2.6034	2.7525	-5.9764	-8.9147
-7.3480	-3.7661	2.7505	2.2251	-4.7844	-8.5916
-6.5606	-5.1161	2.3772	2.0120	-5.8812	-8.8474
-8.5238	-3.7735	2.7920	2.2922	-5.6243	-9.8674
-7.4756	-5.3518	2.1986	1.7608	-4.8017	-7.3507
-7.7610	-4.7890	2.6917	2.3979	-4.2138	-7.5276
-9.3415	-6.0768	1.9256	2.1132	-5.5574	-6.1819
-7.2227	-4.6473	2.4173	2.6245	-5.1691	-7.6060
-7.9800	-6.2723	1.9821	2.2346	-4.3867	-6.9356
-6.0126	-4.5648	2.3036	2.1076	-5.3944	-7.2181
-9.2609	-4.5371	2.1439	2.7631	-4.4502	-7.9015
-7.3502	-4.4944	2.2398	2.3084	-5.6673	-5.9923
-7.0498	-4.0147	2.0353	2.3654	-6.1504	-8.9989
-7.3459	-4.3444	2.0618	1.9649	-5.5901	-8.8713
-8.6589	-6.1121	2.3445	2.4413	-4.6248	-8.0601
-7.3631	-5.5786	2.2202	2.3925	-5.2219	-6.9485
-10.6957	-4.4829	2.7524	2.4634	-5.3493	-8.7628
-9.2935	-4.9046	2.1535	2.2796	-4.7039	-8.4625
-6.9072	-4.5978	1.5762	1.7550	-4.2991	-7.4431
-7.8619	-4.8872	2.4757	2.3191	-6.2759	-7.3380
-8.7226	-6.2995	2.1726	2.5677	-3.6023	-7.4516
-8.4886	-5.5261	2.5421	2.2750	-5.3944	-7.4153
-8.0462	-4.2857	2.5537	2.7972	-4.1150	-9.0531
-9.1263	-5.1430	2.4953	2.3946	-5.2893	-10.5024
-8.3398	-3.9495	2.5735	2.3560	-5.2579	-7.9004
-7.8803	-5.1474	2.1128	2.0450	-4.4944	-7.2621
-7.5107	-6.3707	2.1143	1.8360	-5.9475	-8.6495
-9.1748	-4.5622	2.6878	2.8789	-5.8088	-7.9329
-9.8961	-5.2067	2.3888	2.4257	-5.4599	-6.8191
-6.4105	-5.6541	2.3597	2.3857	-6.2214	-8.3251
-8.5524	-5.3317	2.3030	2.2752	-6.0281	-8.1789
-8.1027	-4.3073	2.2212	2.0749	-5.2567	-8.7797
-9.4298	-6.5859	2.2831	2.4519	-4.5720	-7.1549
-7.5602	-5.3982	2.2664	2.2452	-5.5523	-7.6343
-8.6123	-4.8914	2.6448	2.7196	-4.4357	-5.6776
-7.1561	-5.6257	2.1133	2.3003	-4.2494	-7.7843
-8.8835	-5.0644	2.7508	2.3261	-4.5926	-6.9020
-6.6398	-5.3807	1.8333	2.1230	-5.6165	-7.8327
-7.5383	-5.8260	2.3784	2.1965	-4.4436	-8.4830
-7.7085	-5.3566	2.6208	2.6064	-5.0410	-7.6049
-7.8670	-6.2545	2.2088	2.6233	-4.9287	-7.3278
-7.7842	-4.3386	2.2351	2.3463	-4.0837	-8.5799
-6.9062	-5.0797	1.6355	1.9434	-5.3362	-8.4463
-6.7985	-5.9318	2.1362	2.5012	-4.4050	-6.9916
-8.5624	-3.5984	2.2116	2.6844	-4.3308	-8.6252
-8.2728	-5.0424	2.3373	2.3583	-4.2986	-8.0032
-8.9693	-5.3647	1.9320	1.8879	-4.3191	-7.0602
-7.6352	-4.7526	2.0151	2.1004	-5.1993	-7.0104
-6.5658	-3.8482	2.3590	2.6608	-3.8167	-7.6220
-7.7584	-4.5805	2.5442	2.3582	-5.4235	-10.1744
-7.3757	-4.4215	2.0318	1.9461	-5.4214	-7.6977
-8.4413	-5.1493	2.3531	2.3555	-4.8075	-7.2984
-8.6163	-4.9127	2.5100	2.5593	-4.1760	-9.0732
-8.3296	-4.3658	2.9009	2.4236	-4.0928	-7.9627
-9.5460	-4.5057	2.0885	2.2196	-4.7702	-8.4588
-7.8304	-5.2030	2.3304	2.0638	-6.2077	-8.4590
-7.9994	-5.0982	1.8542	2.4435	-6.1498	-7.9556
-7.2315	-4.8134	2.3400	2.4080	-3.2991	-5.4696
-8.9585	-4.0776	2.0838	2.3988	-5.0645	-9.2227
-7.5811	-4.6354	2.8304	2.4416	-5.3192	-7.5674
-8.8057	-4.1562	2.5820	2.6108	-5.3385	-9.0936
-7.2507	-5.1351	2.4691	2.7054	-4.0938	-6.0423
-7.4019	-4.7215	2.0193	2.1425	-4.5058	-8.6113
-8.3772	-4.1864	2.4409	2.1345	-4.9651	-12.3610
-10.3887	-4.7277	2.4554	2.7652	-6.0173	-9.8489
-9.0365	-4.3601	2.3779	2.0647	-5.6190	-8.1048
-6.9128	-4.2185	2.2591	2.3290	-5.9145	-7.2021
-7.0451	-3.9654	2.0279	2.0441	-6.1501	-6.1027
-8.5521	-5.2983	2.4328	2.0688	-4.1280	-7.2842
-9.5208	-6.4798	2.6018	2.4867	-4.7774	-6.8136
-8.3307	-3.7796	2.2731	2.3742	-4.9550	-7.9504
-9.2904	-7.3438	2.4000	2.4208	-3.9866	-7.7225
-7.7670	-6.5224	2.2223	2.0467	-6.3171	-7.4561
-7.9147	-5.2258	2.1662	2.5500	-3.4175	-6.7558
-7.5841	-4.0343	2.3352	2.1352	-5.6129	-8.6210
-7.7938	-4.5033	2.1955	1.9697	-4.9245	-7.4510
-7.9054	-5.8560	2.6569	2.5485	-4.2961	-7.3412
-8.1089	-5.7354	2.0482	2.2448	-3.9439	-6.0316
-9.1659	-5.2213	2.3042	1.8938	-5.3158	-7.3200
-6.0604	-5.5615	2.5766	2.1683	-4.9371	-7.8998
-8.2423	-6.4631	1.9827	2.1403	-5.5186	-9.0514
-7.4486	-4.3529	2.3920	2.4595	-5.5249	-9.2623
-6.6995	-6.0158	1.9650	2.2417	-3.9307	-9.8128
-8.4571	-3.9907	2.3640	2.2218	-6.1284	-8.4402
-9.8812	-4.6304	2.4724	2.0725	-4.3636	-7.2396
-6.4994	-5.0695	1.6985	1.9212	-4.1640	-7.2542
-8.1618	-4.8087	2.2045	2.1746	-4.2944	-7.5575
-8.8230	-4.8351	2.7997	2.7260	-4.1789	-7.9264
-10.7810	-5.7532	1.9939	2.4051	-4.5429	-7.9157
-7.7904	-5.2240	2.0929	2.3820	-5.6194	-9.5431
-8.6166	-3.9256	2.3742	2.3112	-5.5566	-9.0649
-7.9598	-4.9811	1.9534	2.0684	-4.9821	-7.7988
-6.9637	-4.1689	2.6546	2.4299	-5.8072	-6.9679
-6.9924	-5.6001	2.3200	1.9603	-5.4561	-7.5291
-6.4389	-4.9403	2.0800	2.2873	-5.0326	-6.6094
-9.4627	-4.4370	2.0097	2.1735	-5.9222	-8.4604
-7.7709	-3.9587	2.0825	1.9893	-5.2758	-7.5530
-6.8491	-5.4412	2.0174	2.0444	-5.7491	-7.2215
-8.3290	-4.9273	2.8319	2.6904	-4.6067	-7.7788
-9.5729	-5.9206	2.3400	2.0244	-3.4807	-8.1475
-8.6675	-4.1521	2.3517	2.3250	-4.9572	-7.7251
-8.9645	-3.7025	2.0991	1.8828	-5.5719	-7.9104
-8.0198	-4.8768	1.7803	1.9769	-5.4977	-8.2189
-7.6312	-5.4980	2.0519	2.2530	-6.1792	-9.2616
-7.9543	-5.3466	2.1359	2.2254	-6.0927	-7.7058
-7.2900	-5.5508	2.4698	2.3669	-5.6699	-8.3297
-9.5160	-3.9344	2.6059	2.4529	-4.4109	-8.0130
-8.6075	-5.9622	2.2149	2.0826	-4.0749	-8.3938
-6.4058	-4.6896	1.7727	2.0444	-6.1532	-6.7740
-8.1039	-7.1417	1.9010	2.2397	-3.8431	-6.5901
-7.7841	-4.6504	2.5442	2.3499	-4.6566	-9.2786
-9.5437	-4.6408	2.2059	2.2991	-5.9695	-8.8527
-8.2225	-3.7456	2.4937	2.2970	-4.5616	-8.9577
-7.8766	-5.0749	2.1431	2.4544	-4.9201	-8.5142
-7.5679	-6.4438	2.5042	2.0396	-4.6848	-8.2584
-7.3680	-5.8694	2.5734	2.1541	-4.6948	-7.8963
-8.2599	-4.4825	1.9240	2.2807	-3.8753	-8.6507
-8.3579	-5.5052	2.6055	2.3929	-4.4896	-6.5799
-8.5660	-6.2094	2.4243	2.2164	-4.7151	-8.9021
-8.9011	-5.5362	1.9760	2.4777	-4.9618	-8.9500
-6.5970	-6.1677	2.0478	2.4625	-3.9442	-7.2097
-7.8870	-4.7963	1.9711	2.2381	-5.8807	-9.0097
-8.2521	-4.4404	2.2718	2.7171	-4.8146	-7.0632
-8.9669	-3.6461	2.4428	2.2820	-5.0982	-6.6593
-8.1665	-5.6735	1.7954	2.1405	-4.0710	-7.7686
-6.8635	-4.1078	2.4951	2.4774	-5.7680	-6.3739
-7.7701	-5.3767	2.1265	2.4105	-5.0719	-7.0998
-8.5051	-4.7574	2.0282	2.3815	-5.0216	-8.3471
-9.9873	-4.2078	2.4362	2.3571	-3.3204	-7.6624
-8.1303	-5.9002	1.9933	1.8753	-5.7449	-7.5955
-7.3625	-5.5879	2.4586	1.9466	-4.6565	-7.0669
-7.8111	-4.8438	2.3873	2.2633	-4.6874	-6.4310
-6.7710	-5.7608	2.5544	2.5712	-4.7324	-7.5138
-8.1853	-5.0680	2.1905	2.2331	-4.6049	-6.0147
-8.9932	-4.9162	2.2490	2.3952	-6.6727	-8.2087
-8.9332	-4.4721	2.4990	2.4520	-4.5151	-9.5176
-8.2287	-4.3051	2.3393	2.2837	-4.8608	-8.8282
-7.3915	-5.9445	2.1423	1.9409	-3.9194	-7.9403
-7.9310	-4.8926	2.1099	2.2993	-4.9522	-10.2217
-7.8324	-5.0777	2.3489	1.9863	-4.5678	-8.0861
-8.0225	-6.6813	2.0080	2.2321	-3.8377	-7.7921
-7.8385	-3.5921	2.5536	2.4772	-4.9746	-9.0665
-7.8356	-3.6433	2.2507	1.9937	-5.8187	-7.1943
-8.4890	-5.4335	2.2030	2.0928	-4.6639	-7.8255
-8.4014	-4.2692	2.5934	2.5787	-6.1787	-7.7706
-6.8143	-6.0129	1.8937	2.3080	-4.7901	-8.4432
-6.7120	-4.6394	2.2325	2.8011	-5.5505	-7.1147
-7.9217	-5.1224	2.4942	2.2151	-4.6628	-8.4341
-8.6626	-4.9770	2.2079	2.1034	-5.7819	-8.8068
-6.8503	-5.3538	2.6214	2.6508	-4.2672	-7.2518
-6.1028	-4.5429	1.9798	2.6375	-4.7448	-10.0230
-6.6043	-5.0534	2.1449	2.5866	-3.9057	-8.0359
-5.8601	-4.5881	2.2608	2.4065	-5.8350	-8.6754
-8.6228	-4.6850	2.5954	2.6640	-4.8589	-8.5346
-8.4971	-5.4290	2.1769	2.0609	-5.8143	-7.4518
-6.8606	-4.6615	2.4362	1.8874	-4.7493	-8.9029
-7.9597	-2.6502	2.4028	2.7962	-6.0131	-8.1733
-8.0025	-4.3795	2.4495	2.4657	-4.7555	-10.2772
-7.4808	-4.4779	2.1021	2.1468	-5.1922	-9.1745
-7.7538	-3.3143	2.1204	1.9914	-4.2804	-7.4336
-7.0086	-4.5358	2.5461	2.2758	-5.2205	-9.7977
-9.9013	-5.4106	2.3065	2.3059	-4.7507	-7.8664
-8.8207	-6.5977	2.4240	2.4576	-2.7970	-6.8967
-8.2753	-6.2460	2.2245	2.8065	-4.6247	-8.7726
-8.9046	-5.6591	2.3668	2.6311	-4.5947	-8.0750
-8.0530	-3.5765	2.4454	1.9560	-4.1883	-8.0679
-8.6406	-3.4287	2.1688	2.3390	-4.2572	-10.9400
-7.0777	-4.0217	2.6527	2.4439	-5.6963	-6.8326
-6.3594	-4.3651	2.4437	1.9798	-5.3148	-8.6339
-6.9824	-6.1168	2.3278	2.2831	-4.2531	-7.2228
-8.3460	-6.4885	2.0903	1.9353	-5.3944	-9.4001
-7.2864	-5.0677	2.1544	2.1607	-4.5313	-8.8905
-10.9581	-5.3265	1.9562	1.9793	-4.3441	-7.8729
-7.8186	-4.9885	2.0921	2.0953	-4.1452	-7.7895
-6.3738	-4.0434	2.3124	2.2283	-4.7313	-9.0715
-9.4863	-4.7206	2.4346	2.2503	-4.2391	-8.1170
-6.2900	-5.2248	2.4667	2.6327	-4.9356	-8.6211
-8.9907	-4.6985	2.4047	2.3280	-4.7525	-8.1596
-7.8536	-5.0462	2.4074	2.5031	-5.6038	-7.7446
-6.6761	-4.6465	2.5942	2.4255	-4.0372	-8.7367
-7.2653	-4.6667	2.2200	1.9028	-4.9658	-7.4954
-9.6325	-4.3008	2.5913	2.6534	-4.4187	-7.5430
-7.7494	-4.8351	2.1977	2.4282	-4.7644	-6.5139
-8.8658	-5.5543	2.4815	2.6504	-3.7273	-8.7187
-8.0948	-3.8743	2.3841	2.2074	-7.1723	-8.0376
-8.1156	-5.5368	2.1404	2.3180	-5.2764	-7.6150
