-11.6865	-10.4644	-4.9971	-5.1591	0.2016	0.0781	-5.8642	-6.8597	-13.7311	-14.5882
-15.1045	-10.4183	-5.6106	-5.3397	0.4315	-0.1406	-4.4434	-5.3054	-11.6191	-13.8193
-18.6109	-10.4645	-4.9883	-4.7774	0.7401	-0.3592	-5.6728	-6.1491	-10.4389	-12.1184
-15.9139	-11.8987	-6.1342	-4.8151	-0.0044	0.7013	-4.3890	-4.9007	-10.6779	-13.2370
-10.2954	-10.7380	-5.8901	-5.4859	-0.0294	-0.0032	-6.1929	-4.8966	-7.6193	-12.0084
-12.5683	-9.3723	-4.6761	-5.7149	0.3932	0.4433	-6.0901	-5.9306	-9.4344	-11.5144
-13.6958	-9.4273	-4.8227	-4.6320	1.2964	-0.1173	-5.2253	-6.7889	-12.0977	-13.7506
-10.9950	-9.5606	-5.9423	-4.8446	-0.0644	-0.3719	-5.3626	-5.0673	-9.7463	-12.3616
-9.6047	-9.0431	-4.4618	-5.5802	1.2941	1.5562	-3.7612	-5.2881	-7.0972	-11.6431
-14.0574	-11.4941	-4.6300	-5.0844	-0.2824	0.0569	-5.0710	-5.7427	-10.5813	-20.9767
-12.2462	-10.1244	-5.6494	-7.0118	-0.3637	-0.3715	-5.7515	-6.5952	-10.7789	-15.0582
-16.5221	-11.5249	-5.1145	-3.2917	1.9517	2.2029	-4.0138	-4.6807	-8.1308	-11.5302
-13.2682	-10.9580	-4.4206	-5.1641	0.7342	0.6669	-5.0742	-5.7434	-11.2322	-14.5156
-13.7906	-9.9545	-6.2216	-5.2529	0.5082	-0.3272	-5.2817	-6.1257	-8.8580	-11.5070
-12.4996	-11.0123	-5.9680	-3.7888	0.2751	0.0499	-4.4512	-4.6640	-10.5207	-10.5237
-13.8748	-9.3370	-4.9003	-4.8077	0.9475	0.0646	-5.7297	-3.3496	-9.5039	-11.1166
-13.8187	-9.3365	-4.7168	-4.0122	0.5788	1.2340	-4.9567	-5.0826	-10.9526	-12.6194
-17.4422	-10.9484	-5.1261	-4.9928	0.1500	1.1042	-6.5125	-6.3778	-9.9434	-14.2353
-10.7368	-10.4053	-8.1344	-6.6666	0.1354	0.3821	-3.6031	-4.9904	-8.7305	-12.2999
-10.5483	-7.9716	-4.0101	-4.8478	0.9961	0.4900	-3.9072	-5.3336	-10.1614	-10.5306
-12.5092	-10.4857	-6.1787	-3.0663	0.1255	0.9167	-4.2145	-3.9096	-10.6949	-15.1142
-11.1595	-9.3160	-5.9851	-5.6539	0.4715	1.2251	-5.5189	-4.4449	-8.3578	-10.9135
-19.3956	-12.2674	-5.7701	-3.6539	0.6581	-0.1890	-4.3186	-5.4808	-9.4536	-14.9052
-14.7403	-9.8426	-5.7453	-5.5132	1.1721	0.8671	-4.5160	-5.5919	-12.5229	-12.2052
-14.8987	-10.9261	-6.5912	-4.6593	0.9814	0.2146	-5.6048	-6.1248	-8.7825	-12.1688
-12.4275	-8.5219	-5.7418	-6.2318	0.1766	-0.0113	-5.3839	-5.1769	-10.7196	-15.3090
-14.1076	-10.6086	-6.2480	-4.5228	0.2403	-0.2698	-4.5898	-7.0371	-13.3827	-14.2113
-11.0409	-9.2471	-6.6440	-4.2554	0.7309	0.7003	-4.1578	-5.5656	-11.6864	-15.4620
-11.3555	-11.9259	-4.5217	-3.7893	0.6738	0.5617	-5.3999	-5.1622	-10.6024	-17.1927
-12.1464	-9.4765	-5.3388	-4.6426	0.6903	0.1819	-5.1388	-4.8462	-7.5595	-11.5288
-12.4669	-11.1998	-5.8281	-4.8290	-0.0613	0.8366	-3.9728	-6.2278	-10.3209	-13.0970
-14.4749	-11.2560	-6.2306	-5.4592	-0.3763	-0.7401	-5.2418	-4.2589	-10.4258	-17.1933
-16.3579	-10.9705	-6.4912	-6.1856	-0.6918	0.1213	-4.9759	-5.4799	-8.8434	-14.1921
-15.3776	-10.7234	-4.4035	-4.9536	0.9382	1.1611	-5.9576	-4.6276	-7.9766	-12.9901
-14.2401	-12.4375	-6.1640	-5.2854	0.3359	0.5299	-4.6710	-5.6262	-10.6103	-14.5322
-12.0902	-8.4788	-4.2823	-5.6590	0.1101	0.9152	-5.1415	-5.6163	-12.2826	-20.3944
-13.8933	-8.7805	-4.4652	-6.0147	-0.7208	-0.1418	-6.0920	-5.9221	-9.7810	-13.0763
-11.0121	-7.4889	-4.2855	-5.0735	0.5559	0.6753	-4.5326	-5.0073	-9.9471	-12.3128
-16.7290	-10.1691	-5.7721	-5.9073	-0.2144	-0.0963	-6.0280	-4.9097	-8.2757	-14.8529
-13.6989	-9.4242	-4.9922	-5.7476	1.1258	1.0122	-4.4746	-5.2815	-7.6364	-13.0532
-14.1638	-11.9489	-5.7359	-5.5146	1.1949	0.3023	-5.9958	-4.9952	-10.4374	-12.7901
-14.0971	-12.1138	-5.3150	-4.5169	-0.4543	0.0064	-5.2886	-5.6734	-10.4396	-12.5247
-15.1830	-9.1467	-6.2931	-5.9996	-0.0225	-0.0062	-6.7926	-4.1618	-9.4876	-12.3489
-12.9042	-8.9947	-4.9939	-5.7841	0.2824	-0.0231	-4.3816	-4.2893	-12.2926	-15.1907
-14.5517	-7.1479	-3.1204	-5.3010	0.5984	1.0441	-5.3363	-5.2462	-10.4364	-12.0714
-15.1857	-10.9086	-5.4458	-3.6852	1.3963	1.1137	-5.3988	-3.5360	-7.1504	-10.9282
-11.5000	-9.0046	-4.7963	-4.8353	1.3338	0.6374	-5.0186	-5.3250	-11.1917	-13.0800
-10.9919	-8.7386	-4.7850	-5.1030	0.3722	-0.0202	-5.9281	-5.4990	-8.4929	-15.7586
-10.3342	-7.2197	-5.1378	-5.4840	0.3650	1.0987	-6.4478	-4.9316	-7.9445	-10.5108
-18.6711	-9.5894	-5.5424	-3.9985	0.5415	0.2398	-4.8818	-5.7096	-8.3907	-12.9908
-13.7048	-9.2468	-5.6471	-7.0966	-0.2175	0.2445	-4.4602	-5.3951	-10.9568	-12.0249
-16.3259	-11.4345	-5.2688	-6.1779	-0.1600	0.3818	-4.4470	-5.9518	-12.2498	-13.4638
-9.4086	-9.1170	-5.1370	-4.2060	-0.0965	-0.1406	-5.8977	-5.0529	-11.5218	-14.7043
-14.5443	-8.4841	-5.1015	-6.0202	0.1857	0.7413	-5.2371	-6.2183	-9.0412	-14.0494
-15.8290	-8.8632	-5.2356	-5.9156	-0.1469	0.0869	-3.5878	-6.3352	-10.4353	-12.1965
-17.2410	-8.4802	-5.4915	-6.4249	-0.2070	-0.1943	-4.3671	-4.6753	-10.0705	-14.3427
-13.1894	-10.1898	-4.5194	-3.7588	0.7766	0.2727	-5.2200	-5.2625	-12.5552	-18.5574
-17.6164	-11.1442	-5.2073	-4.3599	0.6647	0.5979	-5.8614	-5.7629	-8.8071	-13.4386
-14.3408	-10.8696	-5.2202	-6.6237	0.2836	0.5703	-5.1919	-5.4970	-11.4717	-19.4365
-11.1761	-9.8877	-4.5890	-5.0123	0.7550	0.3668	-4.4548	-4.8502	-8.6544	-13.0021
-11.8780	-8.7276	-6.1004	-5.2594	-0.4966	-0.0585	-6.4720	-7.3923	-10.2455	-15.1287
-13.8485	-11.9537	-6.0108	-6.9383	-0.3057	0.6043	-4.9271	-6.7772	-10.8107	-11.0847
-11.2272	-8.3660	-4.1269	-4.0517	0.1228	1.0284	-4.8463	-4.5271	-9.0459	-11.3720
-11.0502	-8.9488	-5.7310	-5.2001	0.4669	0.1873	-4.2646	-7.1260	-15.2095	-15.4094
-12.9963	-10.2770	-4.9637	-5.1859	-0.4545	0.6678	-4.6491	-6.4657	-12.2247	-13.8677
-17.6339	-12.3831	-7.5138	-7.3156	-0.2527	-0.3348	-6.1690	-5.1547	-11.8494	-17.2573
-13.5877	-9.3641	-4.8298	-5.1523	0.6935	1.3030	-3.8694	-6.4598	-9.6335	-10.0547
-8.6532	-7.4150	-4.5112	-4.4104	0.5079	1.0979	-5.0176	-5.7503	-8.1688	-12.1942
-10.9391	-9.4087	-5.2908	-5.5794	0.7832	0.7259	-6.3191	-4.6511	-8.7554	-12.4202
-15.8735	-12.5718	-4.7716	-4.9133	0.3979	0.3955	-5.5097	-4.8197	-7.5684	-16.9002
-13.5311	-8.5261	-4.7409	-5.5285	0.9859	0.6984	-4.3361	-4.5011	-8.7738	-14.6725
-13.3076	-10.9529	-5.3302	-6.0249	-1.1756	0.3302	-4.0212	-5.5881	-9.4598	-12.7534
-11.9891	-10.8187	-4.7490	-4.5809	0.3933	0.8700	-6.1914	-5.3977	-9.0716	-12.9468
-13.1593	-10.3687	-5.3902	-4.1200	-0.4234	-1.1832	-7.4229	-6.9127	-8.8281	-13.9212
-11.2988	-9.4541	-5.7329	-5.2538	-0.2537	0.2472	-5.5846	-4.6490	-9.4003	-17.0060
-14.9793	-9.7463	-4.0260	-4.7137	1.6169	0.4262	-5.3924	-6.2823	-11.6410	-13.0925
-15.9294	-12.4916	-6.5205	-4.1664	-0.5392	-0.2296	-5.5557	-5.2701	-9.8422	-17.1791
-10.2288	-10.1864	-6.0286	-5.5074	-0.0267	0.0508	-5.0352	-5.4523	-11.3434	-15.0021
-16.4332	-11.0113	-5.7073	-5.2720	-0.5662	-0.3694	-4.7250	-5.3882	-7.7398	-12.9366
-9.6601	-9.0416	-5.4078	-5.4495	0.3138	0.6821	-4.7748	-6.3764	-11.3039	-12.5222
-10.8002	-7.5050	-5.0562	-5.1018	0.2774	-0.4484	-5.5592	-5.1093	-8.6626	-20.4512
-15.5335	-7.5749	-4.2745	-5.2817	0.4641	0.7458	-4.4635	-6.2588	-10.1675	-12.3998
-11.4248	-9.5191	-6.7678	-4.9831	0.2672	-0.0712	-5.8928	-4.7375	-9.6928	-14.3139
-14.2291	-10.7969	-6.0246	-7.2607	0.9689	-0.3600	-4.1533	-5.7510	-8.8888	-11.6618
-12.3726	-7.2086	-5.1399	-6.2768	-0.0925	-0.1150	-5.9108	-5.4815	-9.7799	-13.3749
-11.8555	-9.7876	-7.0813	-5.3981	0.7488	0.2043	-5.9664	-4.2794	-8.2033	-13.7516
-22.4302	-11.1949	-3.7204	-4.1461	0.9004	1.0559	-4.6074	-3.9206	-7.9945	-19.0094
-14.4752	-9.8664	-5.8466	-6.0602	0.2771	-0.0776	-5.5625	-3.8800	-7.6728	-11.4116
-18.9562	-9.8092	-5.3348	-4.9912	0.7404	0.4956	-5.0982	-7.0768	-11.3655	-13.9419
-15.9596	-10.6956	-4.9914	-3.8559	0.1060	0.2961	-5.4805	-4.6099	-8.7022	-10.8935
-12.6150	-10.2277	-5.6372	-5.2974	0.5085	-0.4036	-7.8800	-5.0820	-8.5093	-14.3533
-11.9875	-8.7826	-5.0090	-6.9855	-0.3097	-0.3603	-6.2782	-6.6937	-9.5480	-13.3907
-14.6738	-11.0004	-4.9622	-5.6204	-0.3252	0.2343	-4.9144	-4.9211	-10.3750	-11.3937
-15.4575	-9.3409	-5.3469	-5.5681	-0.2453	-0.6379	-4.8455	-7.0078	-9.1884	-11.9951
-13.2234	-10.8147	-5.6432	-5.3350	0.2401	0.5131	-4.3728	-3.8471	-9.8428	-14.9748
-11.4706	-11.5391	-5.0357	-5.3191	0.7317	-0.1619	-5.6394	-4.6199	-8.2781	-14.5111
-14.7718	-9.0850	-6.4969	-6.5085	-0.7514	0.2712	-6.1793	-5.5683	-8.8851	-13.5014
-12.1256	-11.5428	-6.7463	-3.5747	1.0219	1.1188	-3.1307	-4.6950	-10.1792	-19.5833
-22.5713	-9.1522	-4.8504	-5.1400	0.4930	0.5362	-4.6391	-5.3334	-10.3242	-12.9125
-11.1572	-9.7270	-4.9268	-4.6072	-0.1479	-0.3028	-5.2894	-5.5556	-10.5054	-14.0534
-13.6891	-11.8800	-5.1452	-5.3289	0.2539	0.3017	-4.3965	-6.6148	-14.0062	-15.3404
-14.4760	-9.2601	-5.0569	-4.1321	0.7770	0.6578	-4.4388	-5.0873	-9.0632	-14.2136
-11.6913	-11.9513	-5.8523	-5.1755	0.5530	0.8576	-4.4748	-4.4795	-12.8524	-13.5376
-13.0897	-10.1207	-5.6612	-4.1549	0.2844	0.0973	-5.7187	-5.7630	-7.3474	-11.9986
-12.9412	-10.7625	-5.4982	-7.2035	-0.2337	0.4530	-6.6542	-5.5345	-8.6964	-14.3003
-10.6376	-9.1682	-4.7710	-4.5356	1.2067	0.9749	-3.9195	-3.8387	-7.3579	-11.8184
-14.9164	-10.9959	-7.3147	-5.5583	0.4131	0.3708	-4.4247	-4.9385	-9.2901	-11.8491
-15.0860	-9.7938	-5.9944	-5.6151	0.5062	-0.0475	-5.1076	-5.7705	-11.1337	-13.4992
-16.2767	-10.2293	-4.5031	-6.0216	0.8632	0.7637	-6.5449	-4.0091	-7.4300	-10.2060
-11.4124	-8.2618	-5.1781	-3.6331	0.5303	0.7316	-5.4090	-5.1641	-8.4897	-14.3686
-13.5453	-9.5047	-4.0564	-4.7386	0.1983	-0.5169	-6.4936	-6.3418	-9.2815	-11.1776
-13.1910	-8.6118	-5.9563	-5.8122	-0.7014	-0.7216	-4.8716	-6.3778	-8.2615	-13.9811
-10.2316	-8.8419	-5.2310	-5.1618	0.8256	0.4349	-4.0092	-4.5130	-9.9435	-10.1208
-11.0797	-7.3822	-3.2855	-4.5647	0.3150	0.7730	-4.5726	-4.9051	-8.8903	-16.5767
-11.5078	-10.2765	-5.0168	-5.0634	0.6950	0.1662	-6.5496	-5.2533	-7.7656	-8.1988
-13.6092	-11.1648	-6.2043	-4.7328	-0.2418	0.2019	-5.5221	-4.7994	-8.0478	-11.2013
-15.2865	-8.9946	-4.5462	-3.8627	1.6509	0.6216	-4.1272	-3.7495	-8.2721	-19.1720
-17.1199	-10.5731	-3.6934	-4.8163	0.5149	0.3047	-5.8801	-6.1129	-11.7470	-13.2790
-14.4624	-9.9080	-6.1705	-5.4930	0.5406	0.2531	-5.6734	-7.3906	-8.7932	-10.7212
-15.9859	-7.9050	-4.5066	-4.5255	0.2633	0.4102	-3.0312	-4.6285	-9.2353	-16.1245
-14.5258	-9.6986	-4.3847	-4.3004	1.1639	0.8166	-4.8630	-5.6337	-9.2085	-13.8462
-14.9737	-9.5151	-4.5478	-5.0725	0.6069	0.1170	-4.5592	-5.7182	-8.9549	-12.2836
-9.9131	-8.8452	-4.9748	-6.4533	-0.4412	0.6129	-4.8932	-6.0049	-9.6924	-16.2238
-9.4303	-5.9349	-4.6171	-3.5331	0.5864	0.2473	-4.4356	-5.5997	-8.0184	-9.3870
-15.6084	-9.0926	-5.6582	-6.9614	0.2426	1.0309	-2.8681	-3.5110	-7.8243	-12.6867
-11.2966	-11.1981	-5.9515	-4.5526	0.3772	1.6361	-3.7441	-5.0741	-10.3845	-13.5698
-11.3541	-10.7292	-6.3923	-4.8891	0.2257	0.7895	-5.5092	-5.8182	-10.6338	-12.1711
-13.0664	-8.9533	-4.5414	-7.0603	0.2635	0.2161	-5.9007	-5.7322	-11.6602	-14.9505
-17.7544	-10.0033	-5.3697	-5.6197	0.0576	0.8259	-5.0848	-6.2006	-9.6285	-11.7038
-14.7508	-9.5444	-5.4946	-3.8458	0.5781	0.6539	-5.0371	-4.1983	-8.4237	-13.9084
-15.5523	-14.9368	-6.4098	-2.9211	1.0331	1.1240	-5.0612	-4.8607	-9.1796	-16.1519
-9.5310	-7.7103	-5.4139	-5.1791	0.2629	0.0005	-4.7647	-6.4579	-9.8386	-12.0219
-10.4739	-8.6073	-4.6969	-5.1054	0.2806	0.1544	-5.8272	-6.0098	-8.1925	-11.8103
-11.2811	-11.5487	-5.8552	-4.6411	0.4503	0.3909	-6.1064	-4.9971	-7.1721	-16.5964
-12.9953	-9.2807	-5.3587	-4.7588	0.4119	0.1550	-3.8079	-5.3413	-9.0901	-14.2816
-11.6905	-10.8414	-4.0010	-4.0734	0.4899	0.6463	-5.9397	-5.9512	-9.5535	-12.7488
-16.6936	-8.8691	-5.0347	-4.8134	0.9486	0.3058	-6.5032	-5.5855	-8.0733	-9.4042
-10.9995	-11.9364	-5.5480	-3.4637	0.9086	1.1214	-4.1845	-5.5915	-8.5705	-14.0753
-11.7898	-8.8557	-4.2146	-3.8078	0.0828	-0.0364	-4.7974	-4.4397	-8.3452	-14.4731
-12.5465	-11.9937	-4.8177	-4.7940	-0.0984	0.1514	-6.1479	-5.4534	-8.3786	-9.4946
-11.4015	-7.2619	-5.3673	-6.7779	0.1149	0.5709	-5.8343	-5.1069	-8.0722	-12.9867
-14.6334	-11.4561	-6.5595	-4.2342	0.2021	0.1201	-6.5048	-5.0193	-8.3567	-10.3894
-12.5535	-8.4301	-5.0116	-5.6180	0.7427	0.6270	-4.3688	-6.6741	-10.0564	-13.7815
-12.1541	-9.4816	-5.4380	-5.4818	-0.4293	-0.2971	-5.6793	-4.4947	-7.6681	-9.9649
