-12.3844	0.9701	-8.1039	-2.1932	-3.1937	-2.6249	-2.2660	-3.2240	-1.8524	-4.2872	0.0862	-11.2585
-11.6459	-0.3190	-8.8681	0.3365	-5.2171	-2.3438	-2.3736	-1.8109	-1.4349	-6.2948	1.1217	-12.1415
-11.1077	1.2352	-13.3202	-0.7101	-1.9503	-3.6697	-2.8171	-4.9573	-3.0657	-12.0254	1.3101	-14.4925
-8.2201	-0.0557	-5.1290	-1.1937	-4.6822	-3.0090	-3.4055	-4.0476	-0.8553	-4.4016	1.6617	-11.6052
-10.9274	0.8812	-3.9291	-2.4113	-5.9324	-2.9127	-3.5495	-8.3044	-0.8360	-3.7041	0.0348	-10.5481
-11.9608	1.4737	-11.2993	-3.4426	-4.7982	-2.6750	-3.0985	-5.9535	-1.0625	-5.7999	0.9839	-10.5092
-9.2675	0.7736	-7.1746	-0.5939	-3.1008	-2.9677	-3.1235	-4.3435	-0.7059	-6.9932	-0.1483	-8.8247
-7.7381	2.2561	-3.8379	-1.2644	-5.3256	-3.3410	-2.6148	-2.7795	-0.2890	-8.4422	-0.3022	-16.0754
-6.4807	0.9532	-7.3119	-1.8940	-5.2060	-1.0819	-2.6939	-5.6285	-1.3059	-6.3471	-0.0890	-19.8843
-9.8690	0.2037	-7.1752	-1.3939	-4.9712	-3.4118	-2.4698	-4.4573	-1.8909	-5.6315	-0.1530	-17.7444
-11.0562	2.1436	-10.5932	-2.2125	-2.8686	-2.9860	-1.1279	-1.2061	-2.7108	-7.5852	0.4339	-9.0224
-8.0735	0.4099	-9.2174	-1.2752	-3.5597	-2.2020	-5.2963	-4.6576	-2.2698	-5.4485	1.0244	-16.7336
-6.9348	1.6582	-4.8336	-2.8318	-4.7291	-4.1274	-3.3195	-5.8763	-2.3248	-4.8791	0.4678	-14.9354
-10.2172	0.7103	-6.3226	-1.6216	-1.0233	-3.2143	-5.0831	-6.9118	-1.8686	-2.8738	0.3772	-7.4019
-18.8666	-0.0566	-9.7860	-0.8762	-5.3659	-2.3593	-3.3821	-4.8218	-0.3736	-4.4651	0.6438	-7.9245
-7.7212	-0.0655	-6.4314	-2.0717	-6.0257	-1.3497	-2.6293	-4.3891	-1.8028	-5.6833	0.8761	-8.9952
-13.1972	0.2664	-8.0702	-1.5577	-5.1404	-0.8856	-1.9214	-5.1752	0.3544	-5.7354	0.7599	-7.9177
-8.6347	0.1132	-5.2904	-1.4742	-3.0525	-3.5790	-4.6621	-3.7968	-0.5406	-6.1058	-0.3768	-13.3504
-10.3732	0.5017	-7.1730	-1.5483	-3.8509	-1.5949	-4.0334	-3.2527	-1.6674	-6.8794	0.4113	-11.4577
-14.0972	0.0298	-9.2922	-2.0360	-1.1447	-1.9558	-2.8608	-2.2199	-1.6539	-4.2477	0.0545	-10.7460
-10.1705	0.4410	-7.7629	-3.1354	-3.6363	-3.7826	-4.2251	-3.0411	-1.3821	-5.3065	0.5302	-9.3135
-6.6692	0.2376	-5.3474	-1.9961	-4.6152	-4.6331	-3.7050	-2.2814	-0.7509	-12.0852	1.3844	-8.4324
-8.4621	2.0525	-2.6613	-2.1081	-4.3008	-3.3655	-4.2405	-5.6682	-1.2947	-11.2965	0.5323	-20.4250
-9.6805	0.8721	-5.2166	-0.0538	-4.9844	-3.4453	-5.6210	-5.1857	-0.7645	-14.6999	0.1283	-12.9380
-10.4909	0.0938	-5.9053	-2.4269	-6.0749	-2.8971	-1.4411	-3.6503	-0.9285	-6.6329	-0.3091	-5.1798
-12.0448	0.9419	-6.3388	-1.7004	-3.4324	-3.5720	-1.8966	-2.7038	-1.6477	-4.4734	0.6558	-9.9642
-17.7515	-0.3906	-5.2872	-1.2550	-5.4280	-3.6001	-2.3519	-2.7259	0.2575	-7.2506	1.2092	-6.3344
-10.7454	0.4124	-5.2001	-3.3942	-5.1018	-1.8323	-3.5273	-2.9521	0.0172	-5.3742	0.0541	-10.2094
-7.8471	0.9243	-8.8297	-2.7771	-3.3272	-2.4686	-3.3034	-2.8284	-0.4968	-7.3205	0.9495	-10.3308
-23.4593	0.8078	-5.7913	-1.6090	-5.0689	-4.8755	-5.4526	-2.2564	-2.4467	-7.8575	0.0165	-9.7129
-7.3967	1.6379	-9.3010	-0.5346	-2.0457	-3.5047	-2.7417	-1.5070	-2.0110	-5.7321	-0.8055	-10.9677
-11.5296	-0.0004	-5.4307	-1.2072	-5.6820	-1.4562	-1.7902	-4.6010	-0.0344	-5.9347	-0.7570	-7.9119
-8.6207	0.7852	-4.5225	0.1220	-2.2296	-4.7746	-4.4976	-6.5177	-1.8645	-5.1929	1.2666	-11.7824
-8.9038	1.4247	-7.7587	-2.7217	-2.6957	-3.0213	-1.5035	-2.9740	-0.3046	-4.1975	-0.6715	-9.0159
-11.4933	-0.6714	-6.9524	-1.9617	-6.0265	-2.9468	-6.1098	-7.0215	-1.3626	-2.1406	1.4522	-12.5731
-15.0157	-0.4283	-5.4090	-0.4548	-4.2416	-2.5122	-2.2768	-2.9710	-1.2189	-6.9990	1.4072	-13.0888
-8.2916	1.0652	-11.6944	-1.3659	-4.0003	-2.6570	-3.0529	-3.5236	-2.5218	-6.7354	0.8890	-7.9529
-13.8605	1.2941	-5.0913	-3.2215	-5.4523	-1.5816	-2.3858	-3.4801	-2.7018	-7.2050	0.5972	-12.5242
-19.7891	0.3018	-8.0933	0.2171	-3.9842	-2.5499	-1.8272	-3.8409	-0.8716	-8.0376	-0.3890	-9.7593
-9.9572	-2.1189	-7.8603	-0.4797	-2.7562	-2.0734	-3.0229	-5.8785	-0.6594	-4.1450	-0.5428	-10.9540
-9.5185	-0.3579	-5.3032	0.3865	-3.6910	-3.9044	-4.3537	-4.9186	-1.2442	-4.0946	0.9961	-7.9767
-9.3534	-0.3449	-6.6214	-1.2916	-3.0706	-3.7217	-4.4157	-2.1530	0.1519	-4.6067	-1.5594	-9.9467
-10.8808	0.3404	-4.1430	-3.2379	-3.9278	-3.2204	-1.4667	-2.9891	-1.6819	-3.2031	-0.0207	-8.1664
-7.1553	-0.9933	-5.5357	-0.7104	-2.3010	-3.9423	-4.0903	-3.7031	-1.3353	-7.5654	-1.1631	-12.6886
-10.5175	0.8225	-7.3855	-1.7606	-3.8050	-3.6091	-3.6498	-3.6329	-0.5234	-7.1214	-0.1368	-14.4784
-9.1506	-0.1625	-6.1899	-1.3884	-5.1167	-4.3254	-3.5557	-5.8618	-0.2686	-3.0081	-1.2809	-15.7059
