-6.8002	-1.2503	-1.8002	-5.0922	-2.9919	-4.6387	-4.4853	-2.5738	-1.9764	-1.2652	-1.8023	-5.3026
-3.3097	-2.8584	-1.6631	-3.6860	-3.1653	-2.3669	-3.2186	-5.8791	-2.5620	-0.5860	-1.6689	-8.4714
-3.7422	-1.8163	-0.9737	-4.9816	-4.3742	-1.9097	-2.5388	-3.8575	-1.9928	-1.2920	-2.6881	-5.6509
-5.0768	0.0096	-2.5338	-5.3407	-2.7169	-1.6270	-2.1893	-2.8330	-2.2151	-2.1560	-0.4085	-5.1549
-5.4925	-2.1789	-2.4297	-2.4255	-3.8873	-4.7098	-1.6467	-0.9523	-3.4444	-2.5224	-1.0259	-5.8116
-5.1259	-1.2397	-2.0196	-2.7957	-2.8183	-2.9805	-2.0904	-1.6510	-2.5401	-4.2552	-1.9276	-3.3567
-5.7446	-2.4362	-1.4738	-0.8813	-3.8848	-3.5153	-4.0878	-1.8264	-2.1983	-2.7632	-1.9306	-2.6060
-6.3273	-2.3584	-0.0739	-2.0665	-2.3472	-2.5206	-3.8316	-2.1540	-3.8146	-3.0723	-1.2354	-4.8706
-5.2069	-1.8072	-1.6273	-4.1897	-3.8432	-3.7401	-2.4447	-2.0724	-2.4798	-0.6273	-2.7132	-5.1595
-8.7143	-1.5917	-2.8305	-3.0137	-2.1709	-3.5336	-3.1630	-2.4629	-3.4538	-1.2926	-1.9823	-5.3349
-4.7177	-0.5883	-2.5796	-3.5498	-3.0378	-2.3125	-3.3362	-4.1413	-3.3438	-1.9882	-1.3631	-6.1297
-7.0669	-1.9042	-0.7521	-2.0537	-5.6180	-4.1600	-1.9925	-2.2066	-3.2362	-2.9818	-1.2244	-6.0273
-4.1364	-2.1618	-2.2006	-5.3682	-2.9692	-1.8476	-2.4437	-2.6582	-4.1246	-2.3907	-1.2492	-4.6247
-7.9618	-0.8733	-0.1915	-3.5361	-5.2644	-2.7643	-1.9027	-2.7834	-4.2399	-3.8211	-0.2320	-3.4576
-5.9203	-1.1929	-0.6842	-3.2159	-5.8001	-3.1238	-1.9927	-3.8841	-5.1736	-1.5400	-1.5382	-4.8671
-5.0134	-2.3541	-0.6679	-2.0094	-3.5113	-3.1960	-3.8977	-1.8176	-1.9080	-3.4590	-2.3717	-3.8545
-5.4093	-1.5852	-1.6182	-3.7934	-2.7622	-2.1981	-3.1353	-2.6360	-2.3574	-3.4190	-1.2808	-5.3893
-6.7665	-1.4158	-2.0633	-2.6500	-2.5641	-2.1843	-4.0891	-5.5344	-3.8119	-1.8172	-1.4580	-7.7757
-6.8773	-0.6505	-2.0660	-4.2864	-2.7385	-2.1803	-1.8050	-2.2266	-2.6636	-2.1368	-2.4176	-6.4030
-4.9945	-0.1930	-1.9427	-6.9072	-3.2832	-1.1936	-2.1909	-4.5819	-3.5979	-3.6506	-1.3383	-4.5917
-5.9459	-1.7759	-0.9908	-2.5841	-3.5287	-4.1383	-4.6244	-3.6422	-1.7041	-2.9344	-1.3872	-3.2337
-4.2531	-2.3634	-2.3642	-2.2024	-2.0606	-3.3703	-2.3559	-3.8630	-4.2268	-0.9885	-1.8992	-7.0138
-4.5372	-3.4280	-1.1962	-1.6880	-3.9759	-2.3953	-1.3249	-4.8494	-4.0688	-4.2802	-0.9227	-4.1107
